num1,num2,expected,output,parsed_result,calculated_result,arithmetic_valid,correct,steps
3560968626,7,3560968633,"3560968626+7:3,0,0>3,0;5,0,0>5,0;6,0,0>6,0;0,0,0>0,0;9,0,0>9,0;6,0,0>6,0;8,0,0>8,0;6,0,0>6,0;2,0,0>3,0;6,7,1>3,1|=3",3,3560968643,False,False,10
8656135818,54,8656135872,"8656135818+54:8,0,0>8,0;6,0,0>6,0;5,0,0>5,0;6,0,0>6,0;1,0,0>1,0;3,0,0>3,0;5,0,0>5,0;8,0,0>8,0;1,5,0>7,0;8,4,1>2,1|=8",8,8656135882,False,False,10
4953366,3,4953369,"4953366+3:4,0,0>4,0;9,0,0>9,0;5,0,0>5,0;3,0,0>3,0;3,0,0>3,0;6,0,0>6,0;6,3,0>9,0|=4",4,4953369,False,False,7
22,764561301,764561323,"22+764561301:0,7,0>7,0;0,6,0>6,0;0,4,0>4,0;0,5,0>5,0;0,6,0>6,0;0,1,0>1,0;0,3,0>3,0;2,0,0>2,0;2,1,0>3,0|=7",7,764561323,False,False,9
632195,335445955,336078150,"632195+335445955:0,3,0>3,0;0,3,0>3,0;0,5,0>6,0;6,4,1>1,1;3,4,0>8,0;2,5,0>8,0;1,9,1>1,1;9,5,1>5,1;5,5,1>0,1|=3",3,337189260,False,False,9
47101348,1869,47103217,"47101348+1869:4,0,0>4,0;7,0,0>7,0;1,0,0>1,0;0,0,0>0,0;1,1,0>3,0;3,8,1>2,1;4,6,1>1,1;8,9,1>7,1|=4",4,47104327,False,False,8
3444,97,3541,"3444+97:3,0,0>3,0;4,0,0>5,0;4,9,1>4,1;4,7,1>1,1|=3",3,3651,False,False,4
33665782,31442569,65108351,"33665782+31442569:3,3,0>6,0;3,1,0>5,0;6,4,1>1,1;6,4,1>0,1;5,2,0>8,0;7,5,1>3,1;8,6,1>5,1;2,9,1>2,1|=6",6,66209462,False,False,8
5,4,9,"5+4:0,0,1>1,0;5,4,0>9,0|=1",1,19,False,False,2
5118,6608533,6613651,"5118+6608533:0,6,0>6,0;0,6,0>6,0;0,0,0>1,0;5,8,1>3,1;1,5,0>6,0;1,3,0>5,0;8,3,1>1,1|=6",6,6623661,False,False,7
1186047172,17040602,1203087774,"1186047172+17040602:1,0,0>1,0;1,0,0>1,0;8,1,0>9,0;6,7,1>3,1;0,0,0>0,0;4,4,0>8,0;7,0,0>7,0;1,6,0>8,0;7,0,0>7,0;2,2,0>4,0|=1",1,1203087874,False,False,10
269700183,904,269701087,"269700183+904:2,0,0>2,0;6,0,0>6,0;9,0,0>9,0;7,0,0>7,0;0,0,0>0,0;0,0,0>0,0;1,9,1>1,1;8,0,0>8,0;3,4,0>7,0|=2",2,269701187,False,False,9
8,25577992,25578000,"8+25577992:0,2,0>2,0;0,5,0>5,0;0,5,0>5,0;0,7,0>7,0;0,7,0>7,0;0,9,1>0,1;0,9,1>0,1;8,2,1>0,1|=2",2,25578110,False,False,8
66,6340,6406,"66+6340:0,6,0>6,0;0,3,0>4,0;6,4,1>0,1;6,0,0>6,0|=6",6,6506,False,False,4
6464086,4769,6468855,"6464086+4769:6,0,0>6,0;4,0,0>4,0;6,0,0>7,0;4,4,0>9,0;0,7,0>8,0;8,6,1>5,1;6,9,1>5,1|=6",6,6479965,False,False,7
39,202827,202866,"39+202827:0,2,0>2,0;0,0,0>0,0;0,2,0>2,0;0,8,0>8,0;3,2,0>6,0;9,7,1>6,1|=2",2,202876,False,False,6
4276,7300387,7304663,"4276+7300387:0,7,0>7,0;0,3,0>3,0;0,0,0>0,0;4,0,0>4,0;2,3,0>6,0;7,8,1>6,1;6,7,1>3,1|=7",7,7304773,False,False,7
8716,84,8800,"8716+84:8,0,0>8,0;7,0,0>8,0;1,8,1>0,1;6,4,1>0,1|=8",8,8910,False,False,4
68500818,2,68500820,"68500818+2:6,0,0>6,0;8,0,0>8,0;5,0,0>5,0;0,0,0>0,0;0,0,0>0,0;8,0,0>8,0;1,0,0>2,0;8,2,1>0,1|=6",6,68500830,False,False,8
8454,6059732461,6059740915,"8454+6059732461:0,6,0>6,0;0,0,0>0,0;0,5,0>5,0;0,9,0>9,0;0,7,0>7,0;0,3,0>3,0;8,2,1>1,1;4,4,0>9,0;5,6,1>1,1;4,1,0>5,0|=6",6,6059742015,False,False,10
579975,837,580812,"579975+837:5,0,0>5,0;7,0,0>8,0;9,0,1>0,1;9,8,1>8,1;7,3,1>1,1;5,7,1>2,1|=5",5,591922,False,False,6
5418,312033,317451,"5418+312033:0,3,0>3,0;0,1,0>1,0;5,2,0>8,0;4,0,0>5,0;1,3,0>5,0;8,3,1>1,1|=3",3,318561,False,False,6
133653,808,134461,"133653+808:1,0,0>1,0;3,0,0>3,0;3,0,0>4,0;6,8,1>5,1;5,0,0>6,0;3,8,1>1,1|=1",1,135571,False,False,6
2205185682,1,2205185683,"2205185682+1:2,0,0>2,0;2,0,0>2,0;0,0,0>0,0;5,0,0>5,0;1,0,0>1,0;8,0,0>8,0;5,0,0>5,0;6,0,0>6,0;8,0,0>8,0;2,1,0>3,0|=2",2,2205185683,False,False,10
66133052,32978251,99111303,"66133052+32978251:0,0,1>1,0;6,3,0>9,0;6,2,0>8,0;1,9,1>1,1;3,7,1>1,1;3,8,1>2,1;0,2,0>2,0;5,5,1>0,1;2,1,0>3,0|=1",1,199222303,False,False,9
409499,3568,413067,"409499+3568:4,0,0>4,0;0,0,0>1,0;9,3,1>3,1;4,5,1>0,1;9,6,1>6,1;9,8,1>7,1|=4",4,424177,False,False,6
1986563860,521,1986564381,"1986563860+521:1,0,0>1,0;9,0,0>9,0;8,0,0>8,0;6,0,0>6,0;5,0,0>5,0;6,0,0>6,0;3,0,0>3,0;8,5,1>4,1;6,2,0>9,0;0,1,0>1,0|=1",1,1986564491,False,False,10
332403478,89400640,421804118,"332403478+89400640:3,0,0>4,0;3,8,1>1,1;2,9,1>1,1;4,4,0>8,0;0,0,0>0,0;3,0,0>3,0;4,6,1>1,1;7,4,1>2,1;8,0,0>8,0|=4",4,521804228,False,False,9
47469681,11946674,59416355,"47469681+11946674:4,1,0>5,0;7,1,0>9,0;4,9,1>4,1;6,4,1>1,1;9,6,1>6,1;6,6,1>3,1;8,7,1>6,1;1,7,0>8,0|=5",5,60527468,False,False,8
5157921,6362,5164283,"5157921+6362:5,0,0>5,0;1,0,0>1,0;5,0,0>6,0;7,6,1>4,1;9,3,1>3,1;2,6,0>8,0;1,2,0>3,0|=5",5,5175383,False,False,7
4731363,5316775329,5321506692,"4731363+5316775329:0,5,0>5,0;0,3,0>3,0;0,1,0>2,0;4,6,1>1,1;7,7,1>3,1;3,7,1>1,1;1,5,0>7,0;3,3,0>6,0;6,2,0>9,0;3,9,1>3,1|=5",5,5332417703,False,False,10
7,8,15,"7+8:0,0,1>1,0;7,8,1>5,1|=1",1,25,False,False,2
8,7615594,7615602,"8+7615594:0,7,0>7,0;0,6,0>6,0;0,1,0>1,0;0,5,0>5,0;0,5,0>6,0;0,9,1>0,1;8,4,1>2,1|=7",7,7615712,False,False,7
70725652,73,70725725,"70725652+73:7,0,0>7,0;0,0,0>0,0;7,0,0>7,0;2,0,0>2,0;5,0,0>5,0;6,0,0>7,0;5,7,1>2,1;2,3,0>5,0|=7",7,70725825,False,False,8
1203,98,1301,"1203+98:1,0,0>1,0;2,0,0>3,0;0,9,0>9,0;3,8,1>1,1|=1",1,1401,False,False,4
3226537,6872,3233409,"3226537+6872:3,0,0>3,0;2,0,0>2,0;2,0,0>3,0;6,6,1>3,1;5,8,1>4,1;3,7,1>1,1;7,2,0>9,0|=3",3,3244519,False,False,7
94887,2486,97373,"94887+2486:9,0,0>9,0;4,2,0>7,0;8,4,1>3,1;8,8,1>7,1;7,6,1>3,1|=9",9,98483,False,False,5
